index,pointid,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,Exists
939,6410,237,264,198,772,187,5,101,485,21,485,21,159,67,2653,343,108,235,264,198,0
940,6411,236,262,197,783,191,5,101,492,20,452,20,156,67,2632,340,109,231,261,197,0
941,6412,233,259,195,794,195,5,101,499,19,499,19,152,67,2602,336,110,226,259,195,0
942,6413,233,259,194,805,199,5,102,507,18,507,18,150,66,2637,334,110,224,259,194,0
943,6414,230,256,191,816,202,5,102,514,18,514,18,147,66,2630,330,109,221,256,191,0
944,6415,226,252,187,827,205,5,103,520,18,520,18,144,66,2622,325,108,217,252,187,0
945,6416,223,250,184,840,208,6,102,526,19,526,19,141,65,2668,322,107,215,250,184,0
946,6417,219,245,180,855,210,6,102,534,19,514,19,137,65,2642,316,106,210,245,180,0
947,6418,218,245,179,876,213,7,100,543,22,543,22,135,64,2685,315,106,209,245,179,0
948,6419,215,242,175,898,216,7,101,555,24,530,24,133,63,2725,311,103,208,241,175,0
949,6420,214,242,175,932,222,9,99,572,28,572,28,132,64,2720,310,104,206,242,175,0
950,6421,207,234,168,969,224,11,97,590,34,590,34,128,63,2687,301,100,201,234,168,0
951,6422,182,207,146,1040,223,15,91,619,49,619,49,119,65,2424,268,86,182,207,146,0
952,6423,187,213,150,1066,227,17,91,630,53,630,53,120,64,2507,274,89,185,213,150,0
953,6424,209,238,169,1135,252,17,92,673,53,673,55,126,63,2748,299,101,198,238,179,0
954,6425,197,225,159,1173,246,19,88,680,65,680,69,120,63,2634,284,96,188,225,166,0
955,6426,199,227,161,1253,259,21,86,716,74,716,81,119,62,2647,286,97,189,227,169,0
956,6427,196,224,158,1316,264,23,83,738,86,738,95,117,63,2624,280,95,185,224,165,0
957,6428,195,223,158,1401,275,26,81,771,100,771,112,115,63,2574,277,96,181,223,165,0
958,6429,199,228,162,1542,301,30,79,837,115,837,133,115,62,2648,282,99,183,228,169,0
959,6430,193,220,156,1568,295,32,76,831,129,831,148,111,63,2569,272,96,176,220,162,0
960,6431,201,229,164,1753,332,38,75,920,147,920,173,110,62,2602,280,103,177,229,169,0
961,6432,212,240,176,1904,368,44,75,1001,162,998,191,109,61,2555,291,115,176,239,181,0
962,6433,228,255,191,2034,371,56,67,1010,211,1009,244,107,61,2524,305,132,173,254,196,0
963,6434,230,258,195,2127,363,65,60,1006,243,1006,293,104,61,2512,307,138,169,258,213,0
964,6435,231,258,196,2204,356,72,54,1002,271,1002,337,101,60,2456,306,140,166,258,214,0
965,6436,231,258,197,2273,357,80,49,996,299,962,379,98,60,2422,306,143,163,258,214,0
966,6437,232,259,198,2346,355,86,45,986,324,986,418,95,59,2398,305,146,159,259,214,0
873,6438,242,272,208,389,92,4,92,247,19,247,20,125,63,2540,334,137,197,272,211,1
874,6439,246,276,210,397,96,4,93,255,17,255,19,130,64,2621,339,136,203,276,214,0
875,6440,243,274,205,436,108,4,97,283,17,283,18,134,64,2694,338,129,209,274,210,0
876,6441,245,275,206,465,116,4,99,303,17,303,18,139,64,2742,340,126,214,275,211,0
877,6442,247,278,206,486,123,4,100,318,17,318,18,143,65,2850,343,124,219,278,213,1
878,6443,241,271,199,556,142,4,102,366,17,366,18,148,66,2895,338,114,224,271,206,0
879,6444,251,282,208,537,136,4,101,351,18,351,20,152,66,2964,350,120,230,282,216,0
880,6445,251,281,206,571,145,4,101,373,18,373,20,156,65,3008,352,115,237,281,214,0
881,6446,252,283,207,587,149,4,102,383,18,383,20,161,65,3055,357,113,244,283,215,0
882,6447,251,281,205,615,155,4,101,399,19,399,21,164,65,3076,358,109,249,281,213,0
883,6448,248,278,203,642,161,4,102,415,19,415,21,166,66,3028,357,107,250,278,211,0
884,6449,252,281,207,646,159,5,101,412,21,412,24,168,66,3017,361,109,252,281,215,0
885,6450,252,280,208,662,161,5,99,419,22,419,25,168,66,2938,361,110,251,280,215,0
886,6451,250,278,208,683,164,5,100,429,23,429,25,169,67,2851,360,109,251,278,214,0
887,6452,250,277,209,697,165,5,97,433,24,433,26,169,67,2815,360,110,250,277,215,0
888,6453,250,276,210,713,167,5,98,440,25,440,27,169,67,2730,360,111,249,276,216,0
889,6454,247,273,206,729,171,5,99,451,25,397,26,168,67,2724,357,109,248,273,212,0
890,6455,242,267,202,746,178,5,99,467,23,416,23,165,68,2671,350,108,242,267,202,0
891,6456,238,264,198,763,183,5,100,479,23,432,23,161,67,2657,344,107,237,264,198,0
892,6457,234,260,196,775,188,5,101,489,21,489,21,157,67,2608,338,107,231,260,196,0
893,6458,236,262,197,787,191,5,101,495,21,495,21,157,67,2640,340,109,231,262,197,0
894,6459,234,260,196,799,195,5,102,502,20,502,20,154,67,2619,337,110,227,260,196,0
895,6460,231,257,193,810,199,5,102,510,19,510,19,150,67,2589,332,110,222,257,193,0
896,6461,230,257,191,825,203,6,103,518,20,518,20,148,67,2635,329,110,219,257,191,0
897,6462,226,253,187,834,205,6,102,523,19,523,19,144,66,2638,324,109,215,253,187,0
898,6463,223,250,184,847,208,6,102,530,19,530,19,141,65,2668,321,107,214,250,184,0
899,6464,223,250,184,867,212,6,102,540,21,540,21,140,66,2652,319,108,211,250,184,0
900,6465,215,241,176,888,213,7,100,550,23,550,23,135,65,2652,310,104,206,241,176,0
901,6466,214,240,174,911,217,8,100,562,26,562,26,133,64,2663,308,103,205,240,174,0
902,6467,212,240,173,941,222,9,98,577,29,577,29,132,65,2696,306,103,203,240,173,0
903,6468,197,223,159,987,220,13,94,594,40,594,40,125,64,2543,287,94,193,223,159,0
904,6469,179,204,144,1049,223,16,90,619,53,619,53,119,65,2402,265,84,181,204,144,0
905,6470,184,210,148,1074,226,18,89,630,57,630,57,119,65,2479,270,88,182,210,148,0
906,6471,193,219,156,1114,235,19,89,649,60,649,61,121,64,2524,281,93,188,219,164,0
907,6472,201,229,163,1188,251,20,87,686,66,686,70,122,63,2632,288,97,191,229,171,0
908,6473,208,238,169,1302,280,23,88,750,73,750,80,124,63,2738,296,100,196,238,178,0
909,6474,205,234,166,1380,287,25,84,779,86,779,97,121,63,2708,291,99,192,234,173,0
910,6475,192,220,155,1388,270,27,79,757,104,757,115,115,63,2574,274,94,180,220,162,0
911,6476,204,233,166,1608,322,32,80,879,116,879,135,117,62,2653,288,101,187,233,173,0
912,6477,202,230,165,1685,329,35,78,902,131,902,154,114,61,2617,284,100,184,230,171,0
913,6478,192,220,156,1660,306,37,73,858,149,858,170,109,62,2538,271,97,174,220,162,0
914,6479,190,217,154,1724,312,40,70,875,164,875,187,107,62,2500,268,97,171,217,160,0
915,6480,232,259,195,2057,372,58,65,1010,219,996,254,107,61,2532,309,136,173,258,215,0
916,6481,229,257,194,2135,369,64,61,1010,242,1001,289,104,61,2504,306,136,170,256,212,0
917,6482,231,259,196,2235,360,73,53,997,277,991,343,101,60,2460,307,140,167,258,213,0
918,6483,232,259,198,2328,351,82,47,983,310,979,393,98,60,2410,306,144,162,259,215,0
919,6484,232,258,198,2402,345,88,43,976,334,976,432,96,59,2394,306,145,161,258,213,0
825,6485,243,274,209,382,88,4,92,240,19,240,20,122,62,2552,334,140,194,274,212,0
826,6486,240,270,204,410,97,4,92,261,19,261,20,126,63,2584,332,134,198,270,208,0
827,6487,241,272,205,428,103,4,95,274,19,274,20,130,64,2637,334,131,203,272,209,0
828,6488,244,274,206,445,109,4,95,287,19,287,20,134,64,2700,337,130,207,274,210,0
829,6489,244,275,205,475,118,4,98,308,18,308,20,138,64,2772,339,126,213,275,210,0
830,6490,244,274,202,513,130,4,101,336,17,336,19,142,65,2825,339,121,218,274,209,0
831,6491,245,275,202,543,139,4,101,357,17,357,19,146,65,2910,341,118,223,275,210,0
832,6492,250,280,206,552,141,4,100,362,18,362,20,150,65,2958,348,119,229,280,214,0
833,6493,248,278,204,594,152,4,102,390,18,390,20,154,65,2991,351,115,236,278,212,0
834,6494,249,280,204,606,155,4,102,397,18,397,20,158,65,3076,354,112,242,280,212,0
835,6495,247,278,201,633,160,5,102,412,20,412,22,161,65,3083,354,109,245,278,210,0
836,6496,252,282,207,628,156,5,100,404,20,404,23,164,66,3019,359,112,247,282,215,0
837,6497,249,278,204,654,161,5,100,419,21,419,24,166,66,2956,357,108,249,278,212,0
838,6498,249,278,205,666,162,5,100,424,21,424,24,167,66,2941,359,109,250,278,213,0
839,6499,247,275,204,684,165,5,99,433,22,433,25,168,67,2884,357,107,250,275,211,0
840,6500,242,270,200,707,170,5,100,448,22,394,25,166,67,2810,352,105,247,269,207,0
841,6501,246,274,205,715,169,5,99,446,24,446,26,168,68,2783,355,109,246,274,211,0
842,6502,241,267,201,733,175,5,99,462,22,410,24,165,68,2704,349,107,242,267,208,0
843,6503,238,264,199,748,179,5,100,472,22,423,24,163,68,2660,344,107,237,264,206,0
844,6504,233,259,194,765,185,5,101,485,21,485,22,158,68,2619,337,107,230,259,201,0
845,6505,234,260,196,776,187,5,101,490,21,490,21,157,68,2610,338,108,230,260,196,0
846,6506,234,260,196,789,191,5,102,498,21,498,21,155,68,2590,337,110,227,260,196,0
847,6507,234,260,195,799,195,6,102,504,21,504,21,154,68,2638,336,110,226,260,195,0
848,6508,232,258,193,815,199,6,102,512,20,512,20,150,67,2604,332,111,221,258,193,0
849,6509,231,258,192,829,203,6,101,520,20,520,20,148,67,2617,330,111,219,258,192,0
850,6510,229,255,190,843,206,6,102,528,20,528,20,145,67,2615,326,111,215,255,190,0
851,6511,224,250,185,858,209,6,102,535,21,535,21,142,66,2609,320,108,212,250,185,0
852,6512,223,249,183,876,213,7,101,544,22,544,22,140,66,2652,318,108,210,249,183,0
853,6513,218,245,180,895,215,7,101,554,24,554,24,137,66,2616,313,106,207,245,180,0
854,6514,206,232,169,922,214,9,98,565,29,565,29,131,66,2540,298,100,198,232,169,0
855,6515,191,217,155,970,214,13,94,583,40,583,40,125,66,2467,279,91,188,217,155,0
856,6516,197,223,161,987,220,13,94,593,40,593,40,126,65,2499,286,95,191,223,161,0
857,6517,205,233,166,1021,229,14,93,611,44,611,44,128,65,2645,295,99,196,233,166,0
858,6518,189,215,153,1072,227,18,89,626,57,626,57,121,65,2499,276,91,185,215,153,0
859,6519,195,222,157,1113,235,19,88,646,62,646,63,122,65,2580,281,94,187,222,165,0
860,6520,197,225,159,1175,245,21,87,673,69,673,72,122,64,2614,283,95,188,225,167,0
861,6521,205,234,167,1276,271,23,86,730,76,730,82,123,63,2659,292,98,194,234,175,0
862,6522,194,221,157,1314,261,25,81,726,93,726,101,118,64,2550,277,94,183,221,164,0
863,6523,192,219,156,1387,269,28,78,752,107,752,117,115,63,2537,274,94,180,219,162,0
864,6524,196,224,159,1508,291,31,77,806,121,806,136,115,63,2609,278,96,182,224,165,0
865,6525,204,233,166,1698,345,35,81,926,124,926,144,115,61,2684,287,101,186,233,173,0
866,6526,192,220,156,1659,307,37,72,854,151,854,172,110,63,2535,271,97,174,220,162,0
867,6527,209,237,173,1858,381,40,80,1011,144,1001,166,110,62,2556,289,112,177,236,178,0
868,6528,231,259,195,2071,378,58,65,1023,219,992,253,108,61,2524,310,135,175,258,200,0
869,6529,230,257,195,2170,374,65,59,1025,249,992,297,105,61,2474,307,136,171,256,213,0
870,6530,231,258,197,2285,365,75,52,1017,287,978,355,102,61,2443,307,140,167,257,214,0
871,6531,232,260,198,2387,356,84,46,1007,321,963,408,99,60,2431,307,143,164,259,214,0
872,6532,232,258,198,2466,350,90,42,1002,346,955,448,96,60,2386,305,145,160,258,214,0
778,6533,244,274,209,390,90,4,91,245,19,245,21,122,62,2580,334,139,195,274,212,0
779,6534,242,272,206,414,98,4,93,263,19,263,21,125,62,2604,334,135,199,272,209,0
780,6535,240,271,203,441,107,4,97,284,19,284,20,130,64,2665,333,130,203,271,208,0
781,6536,240,270,201,473,116,4,97,306,19,306,20,134,64,2706,334,125,209,270,207,0
782,6537,243,274,204,485,120,4,98,315,19,315,20,137,64,2753,338,126,212,274,210,0
783,6538,244,274,202,517,130,4,99,338,18,338,20,141,64,2855,340,122,218,274,209,0
784,6539,243,273,201,555,141,4,101,364,18,364,20,145,65,2885,340,118,222,273,209,0
785,6540,248,278,204,565,144,5,101,371,19,371,21,148,64,2986,347,119,228,278,212,0
786,6541,249,279,204,596,153,4,103,393,18,393,20,152,64,3017,351,117,234,279,213,0
787,6542,244,273,199,632,161,5,103,414,19,414,21,155,65,2994,349,111,238,273,209,0
788,6543,247,277,202,631,160,5,102,412,19,412,22,159,65,3020,353,111,242,277,211,0
789,6544,251,281,206,628,156,5,100,405,20,405,23,162,65,3016,358,112,246,281,214,0
790,6545,246,275,202,657,162,5,101,423,20,423,23,164,66,2974,355,108,247,275,210,0
791,6546,246,275,203,669,163,5,101,428,21,428,24,165,66,2928,355,108,247,275,211,0
792,6547,245,273,202,687,166,5,99,437,21,437,24,166,67,2869,354,107,247,273,209,0
793,6548,235,263,194,715,173,5,101,458,21,406,23,163,67,2791,343,103,240,263,201,0
794,6549,244,271,202,713,170,5,99,451,22,451,25,166,67,2800,352,107,245,271,209,0
795,6550,239,266,198,734,175,5,99,465,21,465,24,164,68,2740,345,106,239,266,205,0
796,6551,237,263,197,748,179,5,100,475,21,426,23,162,68,2683,343,106,237,263,204,0
797,6552,234,261,195,764,184,6,101,486,22,486,23,159,68,2654,338,107,231,261,202,0
798,6553,232,258,194,779,187,6,101,494,23,494,23,156,68,2577,335,108,227,258,194,0
799,6554,233,260,195,790,191,6,102,500,21,500,21,154,68,2618,334,110,224,260,195,0
800,6555,234,261,196,802,194,6,102,506,21,506,21,153,68,2600,335,111,224,261,196,0
801,6556,233,260,195,817,198,6,101,513,21,513,21,151,68,2619,333,112,221,260,195,0
802,6557,233,260,193,833,203,6,102,522,21,522,21,149,68,2643,331,112,219,260,193,0
803,6558,229,256,190,848,206,6,102,530,21,530,21,145,67,2633,326,112,214,256,190,0
804,6559,227,254,188,865,210,7,101,538,23,538,23,144,67,2605,322,110,212,254,188,0
805,6560,216,243,179,877,209,7,99,543,24,543,24,137,67,2550,309,107,202,243,179,0
806,6561,208,234,171,902,210,9,97,553,29,553,29,132,67,2482,299,102,197,234,171,0
807,6562,214,241,175,923,217,9,99,565,29,565,29,134,66,2609,306,104,202,241,175,0
808,6563,200,226,163,957,215,12,95,577,38,577,38,128,66,2498,289,97,192,226,163,0
809,6564,203,231,165,984,221,13,93,590,41,590,41,128,65,2597,292,98,194,231,165,0
810,6565,196,222,159,1024,222,16,91,605,49,605,49,125,65,2529,284,94,190,222,159,0
811,6566,176,202,141,1090,224,20,86,627,65,627,65,118,66,2404,260,83,177,202,141,0
812,6567,198,226,160,1113,236,20,88,644,62,644,63,124,65,2601,285,95,190,226,168,0
813,6568,203,232,165,1177,252,21,87,679,67,679,70,125,64,2659,291,97,194,232,173,0
814,6569,197,225,160,1237,253,24,83,695,82,695,86,121,64,2589,282,94,188,225,168,0
815,6570,184,211,148,1275,248,26,79,698,95,698,101,115,65,2462,265,89,176,211,155,0
816,6571,194,222,156,1386,269,29,77,746,109,746,119,116,63,2587,276,94,182,222,163,0
817,6572,188,215,152,1443,271,31,74,760,123,760,135,113,64,2518,268,92,176,215,158,0
818,6573,201,229,164,1623,322,34,78,868,130,868,147,114,62,2613,282,100,182,229,170,0
819,6574,198,226,161,1691,325,38,75,883,148,883,167,111,62,2579,278,100,178,226,167,0
820,6575,227,255,191,1920,396,44,77,1037,157,1003,179,111,62,2540,307,129,178,254,196,0
821,6576,231,259,195,2088,385,57,66,1040,218,993,251,108,61,2530,310,135,175,258,199,0
822,6577,232,258,196,2216,378,67,58,1041,258,983,308,105,61,2471,308,137,171,258,215,0
823,6578,232,259,197,2344,369,77,51,1038,298,966,370,102,60,2442,308,140,168,258,214,0
824,6579,232,259,197,2452,361,86,45,1033,333,949,423,99,60,2426,306,142,164,258,213,0
731,6580,244,274,209,396,92,4,90,249,19,249,21,122,62,2596,334,139,195,274,211,0
732,6581,243,274,206,416,98,4,94,264,19,264,21,125,62,2657,335,135,200,274,210,0
733,6582,243,274,206,438,105,4,95,280,19,280,21,128,63,2687,336,133,203,274,210,0
734,6583,241,272,202,469,114,4,96,302,19,302,21,132,63,2758,335,127,208,272,207,0
735,6584,243,274,204,490,121,4,99,317,19,317,21,136,64,2766,338,127,211,274,210,0
736,6585,245,275,204,513,128,4,99,333,19,333,21,140,64,2846,340,124,216,275,211,0
737,6586,243,273,201,552,140,4,100,362,19,362,21,143,65,2888,339,119,220,273,209,0
738,6587,245,275,201,580,148,4,102,381,18,381,21,147,65,2957,344,118,226,275,210,0
739,6588,245,276,201,605,154,5,102,397,19,397,22,150,64,2985,347,115,232,276,210,0
740,6589,243,273,199,628,159,5,102,411,19,411,22,153,65,2963,347,112,235,273,208,0
741,6590,249,279,203,619,156,5,102,403,19,403,22,157,65,3039,354,114,240,279,212,0
742,6591,246,276,202,642,160,5,101,416,20,416,23,160,65,2986,353,110,243,276,210,0
743,6592,244,274,200,660,163,5,100,426,20,426,23,162,66,2971,352,108,244,274,209,0
744,6593,243,272,200,674,165,5,100,434,20,434,24,163,66,2907,351,107,244,272,208,0
745,6594,242,270,199,688,167,5,100,441,21,441,25,164,67,2882,350,106,244,270,207,0
746,6595,238,266,196,706,170,5,101,452,21,452,24,164,67,2834,346,104,242,266,204,0
747,6596,240,269,199,716,171,6,100,456,22,456,26,165,67,2838,348,105,243,269,206,0
748,6597,236,264,195,734,175,6,99,468,22,468,25,163,68,2795,343,104,239,264,203,0
749,6598,237,265,196,746,178,6,99,474,22,474,25,162,68,2788,342,105,237,265,204,0
750,6599,235,262,194,763,182,6,101,485,22,485,24,159,68,2706,338,106,232,262,202,0
751,6600,232,259,194,776,186,6,101,494,21,494,22,155,68,2599,334,109,225,259,201,0
752,6601,232,259,194,791,190,6,102,501,22,501,22,153,68,2567,332,110,222,259,194,0
753,6602,232,258,194,803,193,6,102,507,22,507,22,151,68,2561,332,113,219,258,194,0
754,6603,233,259,194,816,197,6,101,514,22,514,22,150,68,2590,331,113,218,259,194,0
755,6604,233,259,194,833,201,6,101,522,22,522,22,148,68,2575,330,115,215,259,194,0
756,6605,228,254,190,847,204,7,101,528,23,528,23,144,68,2530,324,114,210,254,190,0
757,6606,216,242,179,864,203,7,99,535,25,535,25,137,68,2472,308,108,200,242,179,0
758,6607,225,252,186,884,213,7,101,547,24,547,24,141,67,2590,319,111,208,252,186,0
759,6608,219,246,180,901,213,8,98,553,27,553,27,138,67,2591,311,107,204,246,180,0
760,6609,212,239,174,923,214,10,97,562,32,562,32,134,67,2557,302,104,198,239,174,0
761,6610,196,222,159,963,212,13,92,575,42,575,42,126,67,2478,283,95,188,222,159,0
762,6611,199,225,162,984,217,14,92,586,44,586,44,127,66,2494,287,97,190,225,162,0
763,6612,194,220,157,1024,220,17,89,600,52,600,52,125,66,2480,280,93,187,220,157,0
764,6613,194,221,157,1060,225,19,88,616,58,616,58,123,66,2528,280,94,186,221,157,0
765,6614,203,232,164,1100,238,20,89,640,60,640,61,126,64,2669,291,97,194,232,173,0
766,6615,205,233,166,1160,250,22,87,669,67,669,69,126,64,2661,293,97,196,233,175,0
767,6616,207,236,168,1231,267,23,87,709,72,709,76,125,63,2700,296,99,197,236,177,0
768,6617,202,231,164,1309,270,26,82,729,91,729,98,122,63,2652,288,97,191,231,172,0
769,6618,194,222,156,1368,265,30,76,732,112,732,121,117,64,2590,276,94,182,222,163,0
770,6619,191,219,155,1442,272,32,73,756,126,756,138,114,64,2524,272,94,178,219,162,0
771,6620,186,214,151,1502,276,35,71,771,140,771,154,111,64,2498,265,92,173,214,157,0
772,6621,195,223,160,1651,312,38,72,850,152,850,169,110,62,2515,275,100,175,223,165,0
773,6622,230,258,193,1961,397,47,75,1043,169,998,192,112,62,2546,311,131,180,256,198,0
774,6623,231,258,195,2113,392,57,66,1057,218,996,251,109,62,2509,309,134,175,256,199,0
775,6624,228,255,192,2212,390,64,61,1068,248,996,290,105,61,2473,304,133,171,253,210,0
776,6625,231,258,197,2400,375,79,51,1062,307,965,380,102,60,2437,307,139,168,257,214,0
777,6626,232,258,198,2543,381,91,44,1056,354,933,452,99,60,2385,306,143,163,257,214,0
684,6627,244,275,208,404,93,4,92,253,19,253,22,121,62,2620,334,139,195,275,211,0
685,6628,244,275,208,417,97,4,93,263,19,263,22,124,62,2638,336,137,199,275,212,0
686,6629,245,275,207,435,103,4,93,276,19,276,21,128,63,2691,336,134,202,275,211,0
687,6630,245,275,207,455,110,4,97,292,19,292,21,131,63,2694,337,132,205,275,212,0
688,6631,245,275,205,485,119,4,97,312,19,312,21,135,63,2783,339,128,211,275,211,0
689,6632,245,275,204,512,127,4,99,332,19,332,21,139,64,2839,340,124,216,275,210,0
690,6633,243,273,201,551,138,4,101,359,19,359,21,142,65,2872,338,120,218,273,208,0
691,6634,244,274,201,574,145,5,102,375,20,375,22,146,65,2927,341,118,223,274,209,0
692,6635,242,272,199,601,152,5,101,393,19,393,22,149,65,2920,342,115,227,272,208,0
693,6636,245,275,201,609,154,5,102,398,19,398,22,152,65,2965,347,114,233,275,210,0
694,6637,247,277,202,616,154,5,101,401,19,401,23,156,65,3027,351,114,237,277,211,0
695,6638,242,272,199,645,160,5,101,418,20,418,24,158,66,2963,348,110,238,272,207,0
696,6639,242,272,198,659,162,5,101,426,20,426,24,160,66,2969,348,107,241,272,206,0
697,6640,239,269,196,676,165,5,100,436,20,436,24,161,67,2915,346,106,240,269,205,0
698,6641,238,267,196,693,168,6,101,446,21,446,25,162,67,2845,344,105,239,267,204,0
699,6642,236,265,195,706,170,6,101,453,21,453,25,162,67,2851,344,104,240,265,203,0
700,6643,236,264,195,720,172,6,99,461,22,461,26,162,68,2792,341,104,237,264,203,0
701,6644,236,265,194,731,174,6,100,467,22,467,26,162,68,2818,341,104,237,265,203,0
702,6645,235,263,195,745,177,6,99,475,22,475,25,161,68,2757,340,105,235,263,203,0
703,6646,234,262,194,760,180,6,100,484,22,484,25,160,68,2734,338,106,232,262,202,0
704,6647,233,260,194,772,184,6,101,493,21,493,23,156,69,2663,333,108,225,260,202,0
705,6648,235,263,195,785,187,6,101,498,22,498,24,155,69,2674,334,110,224,263,204,0
706,6649,235,262,196,802,191,6,101,506,23,506,24,153,69,2617,334,114,220,262,205,0
707,6650,231,257,194,815,195,6,101,512,23,512,23,147,69,2479,328,117,211,257,194,0
708,6651,232,259,195,831,199,7,100,520,24,520,24,146,68,2528,329,117,212,259,195,0
709,6652,230,256,193,847,203,7,101,527,25,527,25,144,69,2507,324,117,207,256,193,0
710,6653,199,224,164,878,202,10,95,537,32,537,32,131,68,2343,288,98,190,224,164,0
711,6654,224,251,186,881,210,8,100,543,27,543,27,141,68,2583,317,111,206,251,186,0
712,6655,207,233,170,901,205,10,95,547,33,547,33,132,68,2469,296,103,193,233,170,0
713,6656,205,230,168,923,208,11,95,556,37,556,37,130,67,2455,293,101,192,230,168,0
714,6657,206,233,169,943,213,12,94,567,38,567,38,131,67,2553,295,101,194,233,169,0
715,6658,220,250,179,976,231,10,97,592,35,592,35,140,64,2834,317,101,216,250,179,0
716,6659,224,255,182,1013,243,11,97,615,38,615,38,141,63,2907,324,102,222,255,182,0
717,6660,196,223,159,1049,222,19,87,607,59,607,59,124,66,2534,281,94,187,223,159,0
718,6661,191,218,154,1096,226,22,84,623,69,623,70,121,66,2509,274,92,182,218,161,0
719,6662,197,225,160,1138,237,23,84,645,73,645,75,123,65,2593,283,95,188,225,168,0
720,6663,192,220,155,1199,240,25,81,663,86,663,90,120,65,2545,275,93,182,220,162,0
721,6664,198,227,161,1271,257,27,80,699,94,699,99,120,63,2619,284,96,188,227,168,0
722,6665,199,227,161,1359,269,30,77,732,109,732,117,118,63,2604,283,97,186,227,168,0
723,6666,195,223,158,1440,275,33,73,754,127,754,138,115,63,2552,276,96,180,223,165,0
724,6667,191,219,155,1508,280,36,71,773,142,773,155,112,63,2526,271,95,176,219,161,0
725,6668,230,258,192,1845,394,40,80,1016,138,978,155,115,62,2606,313,128,185,256,197,0
726,6669,220,247,184,1813,419,33,88,1060,112,1020,123,111,62,2533,300,123,177,246,188,0
727,6670,230,257,194,2152,397,58,66,1073,224,1003,257,109,61,2489,309,133,176,255,198,0
728,6671,226,253,191,2238,397,63,62,1086,249,1007,289,106,62,2458,303,133,170,252,209,0
729,6672,230,257,195,2448,382,79,51,1085,314,978,386,102,61,2438,306,139,167,256,212,0
730,6673,231,257,198,2592,394,91,45,1079,360,949,458,99,60,2377,305,142,163,256,213,0
638,6674,244,275,208,407,93,5,91,253,21,253,24,121,62,2615,333,140,193,275,212,0
639,6675,244,275,207,423,98,5,91,265,21,265,24,124,62,2667,335,136,199,275,211,0
640,6676,244,275,207,442,104,5,94,279,21,279,24,127,62,2693,336,134,202,275,211,0
641,6677,244,276,205,459,110,5,95,293,20,293,23,131,63,2759,337,131,206,276,210,0
642,6678,243,273,203,491,119,5,97,315,20,315,23,134,64,2747,336,127,209,273,209,0
643,6679,243,274,202,516,127,5,97,333,20,333,23,138,64,2828,338,124,214,274,209,0
644,6680,242,273,200,544,135,5,99,352,20,352,23,141,64,2886,338,121,217,273,208,0
645,6681,242,273,200,571,142,5,100,370,20,370,23,145,65,2923,339,117,222,273,208,0
646,6682,241,271,198,596,149,5,101,388,20,388,23,148,65,2929,340,114,226,271,206,0
647,6683,245,275,201,601,150,5,100,390,19,390,23,151,65,2980,345,115,230,275,209,0
648,6684,241,272,198,626,156,5,100,407,19,407,23,154,66,2973,344,111,233,272,206,0
649,6685,240,270,197,642,159,5,101,417,19,417,23,157,66,2945,345,109,236,270,205,0
650,6686,237,267,194,661,162,6,100,428,21,428,25,158,66,2926,343,106,237,267,203,0
651,6687,236,265,193,677,165,6,100,438,21,438,25,159,67,2884,341,105,236,265,202,0
652,6688,234,263,192,691,167,6,100,446,21,446,25,160,67,2863,340,103,237,263,201,0
653,6689,234,263,192,704,169,6,101,454,21,454,25,160,67,2863,340,103,237,263,200,0
654,6690,234,263,193,714,171,6,100,460,21,460,25,161,68,2807,339,104,235,263,201,0
655,6691,233,262,192,727,173,6,101,469,20,469,25,161,68,2823,338,103,235,262,200,0
656,6692,232,262,192,741,176,6,101,477,20,477,25,160,68,2784,336,104,232,262,200,0
657,6693,233,262,193,754,179,6,101,483,22,483,26,159,69,2756,335,105,230,262,201,0
658,6694,234,262,194,767,183,6,101,490,22,490,26,158,69,2722,335,108,227,262,202,0
659,6695,234,262,195,780,186,6,100,496,22,496,25,155,69,2671,334,111,223,262,204,0
660,6696,235,262,197,794,190,6,100,503,23,503,24,152,70,2570,332,116,216,262,205,0
661,6697,237,264,199,809,193,7,100,509,24,509,25,151,69,2553,334,118,216,264,208,1
662,6698,225,249,189,822,195,7,100,514,25,514,25,141,70,2350,316,117,199,249,189,0
663,6699,230,256,194,839,199,7,100,521,25,521,25,142,69,2428,323,120,203,256,194,0
664,6700,209,234,174,859,199,9,97,528,30,528,30,134,69,2360,298,106,192,234,174,0
665,6701,211,237,176,872,201,9,97,533,31,533,31,134,69,2396,300,107,193,237,176,0
666,6702,208,234,172,893,203,10,95,541,34,541,34,132,69,2403,296,105,191,234,172,0
667,6703,207,234,170,914,206,11,94,550,37,550,37,132,68,2510,296,103,193,234,170,0
668,6704,224,255,182,949,227,9,98,575,32,575,32,145,65,2872,324,101,223,255,182,0
669,6705,229,262,186,971,234,10,98,588,35,588,35,147,63,3000,332,102,230,262,186,0
670,6706,228,260,185,993,238,11,97,600,38,600,38,144,63,2985,330,104,226,260,185,0
671,6707,223,255,181,1007,240,12,96,610,40,610,40,139,63,2897,321,103,218,255,181,0
672,6708,211,240,171,1043,235,16,91,616,52,616,52,131,64,2716,303,99,204,240,171,0
