,pointid_left,grid_code,POINT_X,POINT_Y,geometry,index_right,pointid_right,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
5010,5011,1,45.2832132444,-21.3745824445,POINT (45.283213244434 -21.374582444451),2304,5038,249,275,209,945,251,3,115,669,11,541,11,145,62,2695,351,120,231,272,209
5011,5012,1,45.3665432444,-21.3745824445,POINT (45.366543244434 -21.374582444451),2305,5039,250,276,209,959,256,3,116,679,11,550,11,144,62,2722,353,121,232,274,209
5012,5013,1,45.4498732444,-21.3745824445,POINT (45.449873244434 -21.374582444451),2306,5040,253,280,212,980,260,4,114,688,14,557,14,144,62,2749,356,124,232,278,212
5013,5014,1,45.5332032444,-21.3745824445,POINT (45.533203244434 -21.374582444451),2307,5041,255,281,215,1001,266,4,113,700,15,569,15,143,62,2695,357,127,230,279,215
5014,5015,1,45.6165332444,-21.3745824445,POINT (45.616533244434 -21.374582444451),2308,5042,230,255,192,1016,277,3,115,713,12,599,12,139,63,2555,329,110,219,253,192
5015,5016,1,45.6998632444,-21.3745824445,POINT (45.699863244434 -21.374582444451),2309,5043,225,250,187,1021,280,3,114,714,12,606,12,137,63,2533,324,107,217,248,187
5016,5017,1,45.7831932444,-21.3745824445,POINT (45.783193244434 -21.374582444451),2310,5044,225,249,187,1028,283,3,114,717,13,612,13,136,63,2523,322,108,214,248,187
5017,5018,1,45.8665232444,-21.3745824445,POINT (45.866523244434 -21.374582444451),2311,5045,229,254,191,1046,288,4,113,727,15,621,15,136,63,2558,327,112,215,253,191
5018,5019,1,45.9498532444,-21.3745824445,POINT (45.949853244434 -21.374582444451),2312,5046,228,253,190,1054,291,4,114,730,15,627,15,135,63,2543,325,112,213,252,190
5019,5020,1,46.0331832444,-21.3745824445,POINT (46.033183244434 -21.374582444451),2313,5047,228,253,190,1067,294,4,113,734,17,634,17,133,63,2545,324,113,211,252,190
5020,5021,1,46.1165132444,-21.3745824445,POINT (46.116513244434 -21.374582444451),2314,5048,220,244,182,1055,293,4,113,723,17,632,17,131,63,2503,314,107,207,243,182
5021,5022,1,46.1998432444,-21.3745824445,POINT (46.199843244434 -21.374582444451),2315,5049,211,236,173,1046,290,4,112,711,17,629,17,128,62,2523,305,101,204,235,173
5022,5023,1,46.2831732444,-21.3745824445,POINT (46.283173244434 -21.374582444451),2316,5050,220,245,182,1088,298,5,111,734,22,647,22,128,63,2545,313,110,203,245,182
5023,5024,1,46.3665032444,-21.3745824445,POINT (46.366503244434 -21.374582444451),2317,5051,217,242,179,1096,299,6,110,734,23,650,24,126,62,2534,310,109,201,241,187
5024,5025,1,46.4498332444,-21.3745824445,POINT (46.449833244434 -21.374582444451),2318,5052,214,239,176,1108,300,7,109,735,26,655,27,125,62,2551,306,107,199,239,184
5025,5026,1,46.5331632444,-21.3745824445,POINT (46.533163244434 -21.374582444451),2319,5053,212,237,174,1127,302,8,108,739,29,660,30,123,62,2554,303,106,197,236,181
5026,5027,1,46.6164932444,-21.3745824445,POINT (46.616493244434 -21.374582444451),2320,5054,192,217,154,1087,286,9,106,705,30,642,30,118,62,2534,282,92,190,217,154
5027,5028,1,46.6998232444,-21.3745824445,POINT (46.699823244434 -21.374582444451),2321,5055,187,212,149,1097,284,10,105,703,33,644,33,116,61,2529,277,88,189,212,149
5028,5029,1,46.7831532444,-21.3745824445,POINT (46.783153244434 -21.374582444451),2322,5056,179,205,141,1117,279,13,101,701,41,643,41,114,61,2551,268,82,186,204,141
5029,5030,1,46.8664832444,-21.3745824445,POINT (46.866483244434 -21.374582444451),2323,5057,177,201,140,1138,280,15,100,703,48,703,48,112,61,2486,264,82,182,201,140
5030,5031,1,46.9498132444,-21.3745824445,POINT (46.949813244434 -21.374582444451),2324,5058,184,209,146,1160,296,16,101,717,49,717,49,110,60,2550,271,89,182,209,146
5031,5032,1,47.0331432444,-21.3745824445,POINT (47.033143244434 -21.374582444451),2325,5059,185,212,147,1202,306,18,98,735,56,672,56,109,60,2598,272,91,181,212,147
5032,5033,1,47.1164732444,-21.3745824445,POINT (47.116473244434 -21.374582444451),2326,5060,179,205,141,1238,298,22,93,737,71,665,71,107,60,2581,264,86,178,205,141
5033,5034,1,47.1998032444,-21.3745824445,POINT (47.199803244434 -21.374582444451),2327,5061,181,208,143,1315,309,25,91,772,83,772,85,106,60,2593,265,90,175,208,148
5034,5035,1,47.2831332444,-21.3745824445,POINT (47.283133244434 -21.374582444451),2328,5062,182,208,145,1406,317,29,86,803,98,803,103,105,61,2555,264,92,172,208,149
5035,5036,1,47.3664632444,-21.3745824445,POINT (47.366463244434 -21.374582444451),2329,5063,179,205,142,1476,317,33,82,814,113,814,125,104,61,2540,260,90,170,205,163
5036,5037,1,47.4497932444,-21.3745824445,POINT (47.449793244434 -21.374582444451),2330,5064,185,212,148,1647,345,40,78,881,130,881,154,104,61,2567,264,96,168,212,167
5037,5038,1,47.5331232444,-21.3745824445,POINT (47.533123244434 -21.374582444451),2331,5065,205,232,169,2131,421,48,74,1133,175,1077,232,106,61,2556,285,112,173,231,187
5038,5039,1,47.6164532444,-21.3745824445,POINT (47.616453244434 -21.374582444451),2332,5066,212,239,177,2345,440,54,71,1237,206,1146,276,106,61,2517,291,120,171,238,194
5039,5040,1,47.6997832444,-21.3745824445,POINT (47.699783244434 -21.374582444451),2333,5067,206,233,172,2333,431,54,69,1206,211,1118,288,103,61,2494,284,117,167,232,187
5040,5041,1,47.7831132444,-21.3745824445,POINT (47.783113244434 -21.374582444451),2334,5068,218,246,184,2356,418,62,67,1220,237,1084,308,99,60,2477,293,130,163,245,199
5041,5042,1,47.8664432444,-21.3745824445,POINT (47.866443244434 -21.374582444451),2335,5069,220,248,187,2337,403,66,65,1195,250,1045,321,96,60,2436,294,135,159,247,201
5042,5043,1,47.9497732444,-21.3745824445,POINT (47.949773244434 -21.374582444451),2336,5070,230,256,198,2231,390,73,63,1139,264,1139,319,92,59,2377,301,146,155,256,210
5043,5044,1,48.0331032444,-21.3745824445,POINT (48.033103244434 -21.374582444451),2337,5071,231,257,200,2261,388,75,59,1113,275,936,348,89,58,2330,301,150,151,257,211
5044,5045,1,48.1164332444,-21.3745824445,POINT (48.116433244434 -21.374582444451),2338,5072,226,253,195,2335,388,75,55,1102,285,1102,383,88,59,2366,296,147,149,253,205
5045,5046,1,48.1997632444,-21.3745824445,POINT (48.199763244434 -21.374582444451),2339,5073,230,257,200,2342,382,78,50,1064,296,1064,410,85,58,2283,299,153,146,257,210
5046,5047,1,48.2830932444,-21.3745824445,POINT (48.283093244434 -21.374582444451),2340,5074,231,257,201,2390,378,81,47,1045,308,1045,440,83,58,2276,298,155,143,257,210
5047,5048,1,43.5332832444,-21.4579124445,POINT (43.533283244434 -21.457912444451),2225,5075,248,277,213,557,171,0,129,427,4,402,4,122,62,2564,329,135,194,276,213
5048,5049,1,43.6166132444,-21.4579124445,POINT (43.616613244434 -21.457912444451),2226,5076,249,277,213,582,173,0,128,442,4,418,4,124,63,2567,330,135,195,277,213
5049,5050,1,43.6999432444,-21.4579124445,POINT (43.699943244434 -21.457912444451),2227,5077,250,277,214,608,175,1,127,457,5,432,5,126,63,2548,331,134,197,277,214
5050,5051,1,43.7832732444,-21.4579124445,POINT (43.783273244434 -21.457912444451),2228,5078,251,278,215,639,184,1,124,475,5,475,5,128,64,2546,332,134,198,278,215
5051,5052,1,43.8666032444,-21.4579124445,POINT (43.866603244434 -21.457912444451),2229,5079,250,278,214,677,195,1,123,498,5,498,5,130,65,2563,332,132,200,278,214
5052,5053,1,43.9499332444,-21.4579124445,POINT (43.949933244434 -21.457912444451),2230,5080,248,275,211,721,208,1,121,525,5,525,5,132,65,2573,331,128,203,275,211
5053,5054,1,44.0332632444,-21.4579124445,POINT (44.033263244434 -21.457912444451),2231,5081,247,274,210,757,218,1,119,545,6,545,6,133,64,2587,333,126,207,274,210
5054,5055,1,44.1165932444,-21.4579124445,POINT (44.116593244434 -21.457912444451),2232,5082,247,274,210,792,228,1,118,565,6,565,6,135,64,2558,334,125,209,274,210
5055,5056,1,44.1999232444,-21.4579124445,POINT (44.199923244434 -21.457912444451),2233,5083,248,274,211,814,235,1,119,578,6,578,6,137,64,2555,337,125,212,274,211
5056,5057,1,44.2832532444,-21.4579124445,POINT (44.283253244434 -21.457912444451),2234,5084,248,274,210,845,244,1,118,596,6,596,6,139,64,2579,338,123,215,274,210
5057,5058,1,44.3665832444,-21.4579124445,POINT (44.366583244434 -21.457912444451),2235,5085,246,272,208,868,250,1,118,611,6,611,6,140,64,2561,338,121,217,272,208
5058,5059,1,44.4499132444,-21.4579124445,POINT (44.449913244434 -21.457912444451),2236,5086,245,270,206,875,248,2,118,614,8,496,8,141,63,2590,339,118,221,270,206
5059,5060,1,44.5332432444,-21.4579124445,POINT (44.533243244434 -21.457912444451),2237,5087,244,269,206,875,246,2,117,615,8,497,8,143,64,2563,339,117,222,269,206
5060,5061,1,44.6165732444,-21.4579124445,POINT (44.616573244434 -21.457912444451),2238,5088,245,271,207,871,243,2,116,613,8,496,8,144,64,2607,343,118,225,270,207
5061,5062,1,44.6999032444,-21.4579124445,POINT (44.699903244434 -21.457912444451),2239,5089,250,276,211,856,237,2,116,604,8,486,8,145,63,2641,349,121,228,275,211
5062,5063,1,44.7832332444,-21.4579124445,POINT (44.783233244434 -21.457912444451),2240,5090,245,271,205,870,239,2,116,615,8,498,8,145,63,2684,345,116,229,270,205
5063,5064,1,44.8665632444,-21.4579124445,POINT (44.866563244434 -21.457912444451),2241,5091,252,278,212,854,232,2,116,605,8,486,8,146,62,2704,353,121,232,277,212
5064,5065,1,44.9498932444,-21.4579124445,POINT (44.949893244434 -21.457912444451),2242,5092,248,275,208,868,234,2,115,615,8,497,8,146,63,2719,350,119,231,274,208
5065,5066,1,45.0332232444,-21.4579124445,POINT (45.033223244434 -21.457912444451),2243,5093,245,271,205,886,238,2,116,628,8,511,8,145,62,2695,347,116,231,270,205
5066,5067,1,45.1165532444,-21.4579124445,POINT (45.116553244434 -21.457912444451),2244,5094,243,270,203,896,240,2,116,636,8,518,8,145,62,2709,346,115,231,268,203
5067,5068,1,45.1998832444,-21.4579124445,POINT (45.199883244434 -21.457912444451),2245,5095,252,280,211,890,235,3,114,629,11,507,11,146,62,2786,356,122,234,278,211
5068,5069,1,45.2832132444,-21.4579124445,POINT (45.283213244434 -21.457912444451),2246,5096,250,277,210,908,240,3,115,641,11,520,11,145,62,2749,354,121,233,275,210
5069,5070,1,45.3665432444,-21.4579124445,POINT (45.366543244434 -21.457912444451),2247,5097,254,281,213,920,243,3,114,648,12,525,12,145,62,2761,357,124,233,279,213
5070,5071,1,45.4498732444,-21.4579124445,POINT (45.449873244434 -21.457912444451),2248,5098,256,283,215,942,249,4,113,659,14,535,14,144,62,2767,359,127,232,281,215
5071,5072,1,45.5332032444,-21.4579124445,POINT (45.533203244434 -21.457912444451),2249,5099,255,282,213,962,256,4,113,672,15,549,15,143,61,2769,357,126,231,279,213
5072,5073,1,45.6165332444,-21.4579124445,POINT (45.616533244434 -21.457912444451),2250,5100,229,254,190,980,268,3,114,686,12,582,12,139,63,2558,328,109,219,252,190
5073,5074,1,45.6998632444,-21.4579124445,POINT (45.699863244434 -21.457912444451),2251,5101,241,267,202,998,271,4,113,697,14,585,14,140,63,2651,341,119,222,265,202
5074,5075,1,45.7831932444,-21.4579124445,POINT (45.783193244434 -21.457912444451),2252,5102,227,252,189,996,275,3,113,694,13,596,13,136,62,2556,325,109,216,251,189
5075,5076,1,45.8665232444,-21.4579124445,POINT (45.866523244434 -21.457912444451),2253,5103,232,257,193,1013,279,4,113,703,15,603,15,136,62,2577,330,114,216,256,193
5076,5077,1,45.9498532444,-21.4579124445,POINT (45.949853244434 -21.457912444451),2254,5104,227,252,189,1014,282,4,114,703,15,609,15,134,63,2570,324,112,212,251,189
5077,5078,1,46.0331832444,-21.4579124445,POINT (46.033183244434 -21.457912444451),2255,5105,223,248,186,1018,284,4,114,702,16,614,16,132,63,2518,319,110,209,247,186
5078,5079,1,46.1165132444,-21.4579124445,POINT (46.116513244434 -21.457912444451),2256,5106,216,241,178,1014,284,4,113,697,16,616,16,130,63,2524,311,105,206,240,178
5079,5080,1,46.1998432444,-21.4579124445,POINT (46.199843244434 -21.457912444451),2257,5107,220,245,182,1032,287,4,112,705,17,625,18,129,62,2554,314,109,205,244,191
5080,5081,1,46.2831732444,-21.4579124445,POINT (46.283173244434 -21.457912444451),2258,5108,217,243,179,1045,289,5,111,708,20,631,21,127,62,2562,311,108,203,242,188
5081,5082,1,46.3665032444,-21.4579124445,POINT (46.366503244434 -21.457912444451),2259,5109,215,240,178,1054,290,5,111,710,20,635,22,125,62,2532,307,108,199,240,186
5082,5083,1,46.4498332444,-21.4579124445,POINT (46.449833244434 -21.457912444451),2260,5110,214,239,176,1072,292,6,109,715,23,641,25,124,62,2553,306,108,198,239,184
5083,5084,1,46.5331632444,-21.4579124445,POINT (46.533163244434 -21.457912444451),2261,5111,213,238,175,1094,295,7,108,721,28,647,29,122,62,2555,303,108,195,238,183
5084,5085,1,46.6164932444,-21.4579124445,POINT (46.616493244434 -21.457912444451),2262,5112,212,237,174,1124,299,9,106,731,32,655,34,120,62,2550,301,108,193,237,181
5085,5086,1,46.6998232444,-21.4579124445,POINT (46.699823244434 -21.457912444451),2263,5113,208,233,169,1142,301,10,104,735,36,659,37,118,61,2573,297,105,192,233,176
5086,5087,1,46.7831532444,-21.4579124445,POINT (46.783153244434 -21.457912444451),2264,5114,196,221,158,1114,292,11,105,713,36,650,36,115,61,2552,284,97,187,221,158
5087,5088,1,46.8664832444,-21.4579124445,POINT (46.866483244434 -21.457912444451),2265,5115,180,205,142,1117,283,14,101,701,43,701,43,111,60,2544,268,85,183,205,142
5088,5089,1,46.9498132444,-21.4579124445,POINT (46.949813244434 -21.457912444451),2266,5116,184,209,146,1145,294,15,101,714,47,656,47,110,60,2562,270,88,182,209,146
5089,5090,1,47.0331432444,-21.4579124445,POINT (47.033143244434 -21.457912444451),2267,5117,175,201,138,1187,286,19,96,718,62,718,62,108,61,2540,260,83,177,201,138
5090,5091,1,47.1164732444,-21.4579124445,POINT (47.116473244434 -21.457912444451),2268,5118,187,213,149,1265,316,20,97,788,63,682,63,106,59,2563,272,95,177,213,149
5091,5092,1,47.1998032444,-21.4579124445,POINT (47.199803244434 -21.457912444451),2269,5119,186,212,148,1342,320,24,92,805,79,805,81,105,60,2597,269,94,175,212,153
5092,5093,1,47.2831332444,-21.4579124445,POINT (47.283133244434 -21.457912444451),2270,5120,185,211,147,1423,323,29,87,821,98,821,103,104,60,2603,267,94,173,211,152
5093,5094,1,47.3664632444,-21.4579124445,POINT (47.366463244434 -21.457912444451),2271,5121,185,211,148,1526,332,34,83,850,115,850,126,104,61,2535,265,96,169,211,167
5094,5095,1,47.4497932444,-21.4579124445,POINT (47.449793244434 -21.457912444451),2272,5122,202,230,167,1932,394,47,77,1037,155,1007,194,105,61,2530,282,111,171,228,185
5095,5096,1,47.5331232444,-21.4579124445,POINT (47.533123244434 -21.457912444451),2273,5123,212,240,177,2194,421,52,73,1169,189,1093,245,106,61,2522,291,119,172,238,195
5096,5097,1,47.6164532444,-21.4579124445,POINT (47.616453244434 -21.457912444451),2274,5124,208,236,173,2249,421,54,71,1178,200,1098,265,103,61,2526,286,118,168,235,190
5097,5098,1,47.6997832444,-21.4579124445,POINT (47.699783244434 -21.457912444451),2275,5125,215,243,182,2328,419,59,68,1213,223,1097,292,101,61,2463,292,127,165,242,197
5098,5099,1,47.7831132444,-21.4579124445,POINT (47.783113244434 -21.457912444451),2276,5126,210,238,176,2357,415,60,66,1201,231,1088,311,99,61,2491,285,123,162,236,191
5099,5100,1,47.8664432444,-21.4579124445,POINT (47.866443244434 -21.457912444451),2277,5127,221,248,188,2322,397,67,64,1183,251,1029,323,95,60,2425,293,136,157,247,202
5100,5101,1,47.9497732444,-21.4579124445,POINT (47.949773244434 -21.457912444451),2278,5128,230,257,198,2247,392,74,62,1138,268,1138,328,90,59,2365,300,148,152,257,210
5101,5102,1,48.0331032444,-21.4579124445,POINT (48.033103244434 -21.457912444451),2279,5129,228,255,197,2293,391,75,58,1120,278,1120,358,88,58,2345,298,148,150,255,208
5102,5103,1,48.1164332444,-21.4579124445,POINT (48.116433244434 -21.457912444451),2280,5130,229,256,198,2330,389,78,54,1097,290,1097,386,86,58,2340,297,151,146,256,209
5103,5104,1,48.1997632444,-21.4579124445,POINT (48.199763244434 -21.457912444451),2281,5131,230,256,200,2371,386,80,50,1076,300,1076,416,83,58,2274,297,154,143,256,209
5104,5105,1,48.2830932444,-21.4579124445,POINT (48.283093244434 -21.457912444451),2282,5132,231,257,201,2416,382,82,47,1060,311,1060,444,81,57,2287,297,156,141,257,210
5105,5106,1,43.5332832444,-21.5412424445,POINT (43.533283244434 -21.541242444451),2168,5133,248,276,212,545,169,0,129,417,4,391,4,123,63,2532,330,135,195,276,212
5106,5107,1,43.6166132444,-21.5412424445,POINT (43.616613244434 -21.541242444451),2169,5134,248,276,213,574,171,0,128,434,4,408,4,125,63,2546,330,134,196,276,213
5107,5108,1,43.6999432444,-21.5412424445,POINT (43.699943244434 -21.541242444451),2170,5135,250,278,214,604,173,1,125,452,5,452,5,127,64,2573,332,134,198,278,214
5108,5109,1,43.7832732444,-21.5412424445,POINT (43.783273244434 -21.541242444451),2171,5136,251,278,214,634,179,1,124,469,5,469,5,129,64,2566,332,133,199,278,214
5109,5110,1,43.8666032444,-21.5412424445,POINT (43.866603244434 -21.541242444451),2172,5137,248,276,211,683,193,1,122,498,5,498,5,131,65,2565,330,129,201,276,211
5110,5111,1,43.9499332444,-21.5412424445,POINT (43.949933244434 -21.541242444451),2173,5138,247,274,210,728,206,1,120,526,6,526,6,133,65,2574,331,127,204,274,210
5111,5112,1,44.0332632444,-21.5412424445,POINT (44.033263244434 -21.541242444451),2174,5139,248,275,211,752,213,1,119,539,6,539,6,135,65,2564,334,127,207,275,211
5112,5113,1,44.1165932444,-21.5412424445,POINT (44.116593244434 -21.541242444451),2175,5140,247,273,209,790,224,1,119,561,6,561,6,137,64,2576,335,123,212,273,209
5113,5114,1,44.1999232444,-21.5412424445,POINT (44.199923244434 -21.541242444451),2176,5141,248,274,210,811,230,1,117,572,6,572,6,138,64,2574,338,124,214,274,210
5114,5115,1,44.2832532444,-21.5412424445,POINT (44.283253244434 -21.541242444451),2177,5142,249,275,211,832,235,2,116,582,8,582,8,140,64,2592,341,124,217,275,211
5115,5116,1,44.3665832444,-21.5412424445,POINT (44.366583244434 -21.541242444451),2178,5143,243,269,205,863,243,2,117,604,8,604,8,141,64,2575,337,117,220,269,205
5116,5117,1,44.4499132444,-21.5412424445,POINT (44.449913244434 -21.541242444451),2179,5144,241,266,202,870,244,2,116,610,8,496,8,142,63,2572,336,114,222,266,202
5117,5118,1,44.5332432444,-21.5412424445,POINT (44.533243244434 -21.541242444451),2180,5145,243,269,205,866,241,2,115,606,8,494,8,143,63,2577,340,116,224,268,205
5118,5119,1,44.6165732444,-21.5412424445,POINT (44.616573244434 -21.541242444451),2181,5146,249,276,210,847,234,2,115,593,9,482,9,145,63,2661,348,120,228,275,210
5119,5120,1,44.6999032444,-21.5412424445,POINT (44.699903244434 -21.541242444451),2182,5147,253,279,212,835,229,2,115,586,9,474,9,146,63,2700,352,123,229,278,212
5120,5121,1,44.7832332444,-21.5412424445,POINT (44.783233244434 -21.541242444451),2183,5148,244,271,205,857,234,2,115,604,8,494,8,145,63,2631,344,116,228,269,205
5121,5122,1,44.8665632444,-21.5412424445,POINT (44.866563244434 -21.541242444451),2184,5149,254,281,213,832,224,2,115,586,9,473,9,147,62,2766,357,122,235,279,213
5122,5123,1,44.9498932444,-21.5412424445,POINT (44.949893244434 -21.541242444451),2185,5150,251,278,210,843,225,2,114,594,10,481,10,146,62,2770,354,120,234,276,210
5123,5124,1,45.0332232444,-21.5412424445,POINT (45.033223244434 -21.541242444451),2186,5151,237,262,197,880,237,2,115,622,8,514,8,144,63,2623,338,110,228,260,197
5124,5125,1,45.1165532444,-21.5412424445,POINT (45.116553244434 -21.541242444451),2187,5152,247,273,206,863,229,2,115,609,10,497,10,146,62,2732,350,118,232,272,206
5125,5126,1,45.1998832444,-21.5412424445,POINT (45.199883244434 -21.541242444451),2188,5153,256,284,214,848,222,3,115,599,11,482,11,146,61,2839,361,123,238,282,214
5126,5127,1,45.2832132444,-21.5412424445,POINT (45.283213244434 -21.541242444451),2189,5154,254,281,212,870,228,3,114,612,11,497,11,146,61,2833,358,122,236,279,212
5127,5128,1,45.3665432444,-21.5412424445,POINT (45.366543244434 -21.541242444451),2190,5155,255,282,213,885,233,3,114,622,12,506,12,145,61,2820,359,124,235,280,213
5128,5129,1,45.4498732444,-21.5412424445,POINT (45.449873244434 -21.541242444451),2191,5156,257,284,215,906,239,3,113,633,13,516,13,144,61,2792,360,127,233,282,215
5129,5130,1,45.5332032444,-21.5412424445,POINT (45.533203244434 -21.541242444451),2192,5157,233,258,195,937,255,3,113,657,11,556,11,140,63,2559,333,112,221,256,195
5130,5131,1,45.6165332444,-21.5412424445,POINT (45.616533244434 -21.541242444451),2193,5158,224,249,186,945,261,3,115,662,10,568,10,137,63,2545,323,106,217,247,186
5131,5132,1,45.6998632444,-21.5412424445,POINT (45.699863244434 -21.541242444451),2194,5159,222,246,184,951,264,3,114,664,11,574,11,136,63,2513,319,105,214,245,184
5132,5133,1,45.7831932444,-21.5412424445,POINT (45.783193244434 -21.541242444451),2195,5160,214,238,177,954,267,2,115,665,10,580,10,133,63,2454,310,101,209,237,177
5133,5134,1,45.8665232444,-21.5412424445,POINT (45.866523244434 -21.541242444451),2196,5161,226,252,188,967,270,3,114,673,13,586,13,135,63,2592,324,110,214,250,188
5134,5135,1,45.9498532444,-21.5412424445,POINT (45.949853244434 -21.541242444451),2197,5162,227,252,189,976,273,3,114,677,14,592,14,133,62,2568,324,112,212,251,189
5135,5136,1,46.0331832444,-21.5412424445,POINT (46.033183244434 -21.541242444451),2198,5163,220,246,182,976,275,3,114,675,14,597,14,131,62,2573,316,107,209,244,182
5136,5137,1,46.1165132444,-21.5412424445,POINT (46.116513244434 -21.541242444451),2199,5164,211,235,172,974,274,3,113,669,15,598,15,128,62,2531,305,101,204,234,172
5137,5138,1,46.1998432444,-21.5412424445,POINT (46.199843244434 -21.541242444451),2200,5165,213,237,175,984,277,3,113,675,15,607,16,127,62,2521,306,104,202,237,183
5138,5139,1,46.2831732444,-21.5412424445,POINT (46.283173244434 -21.541242444451),2201,5166,213,238,175,998,279,4,112,680,17,614,18,126,62,2555,306,104,202,237,182
5139,5140,1,46.3665032444,-21.5412424445,POINT (46.366503244434 -21.541242444451),2202,5167,201,225,163,996,275,4,111,673,18,612,18,123,62,2500,293,96,197,225,163
5140,5141,1,46.4498332444,-21.5412424445,POINT (46.449833244434 -21.541242444451),2203,5168,208,233,170,1020,281,5,110,686,21,623,22,122,61,2537,300,103,197,233,178
5141,5142,1,46.5331632444,-21.5412424445,POINT (46.533163244434 -21.541242444451),2204,5169,192,217,154,1019,273,6,110,675,23,619,23,118,62,2505,282,92,190,217,154
5142,5143,1,46.6164932444,-21.5412424445,POINT (46.616493244434 -21.541242444451),2205,5170,203,229,166,1054,283,8,108,692,29,631,29,118,61,2531,293,102,191,228,166
5143,5144,1,46.6998232444,-21.5412424445,POINT (46.699823244434 -21.541242444451),2206,5171,201,227,164,1075,286,9,107,699,32,637,32,117,61,2549,290,101,189,227,164
5144,5145,1,46.7831532444,-21.5412424445,POINT (46.783153244434 -21.541242444451),2207,5172,200,225,161,1101,289,11,105,708,37,643,37,115,61,2574,288,100,188,225,161
5145,5146,1,46.8664832444,-21.5412424445,POINT (46.866483244434 -21.541242444451),2208,5173,188,213,149,1101,285,13,104,700,40,642,40,111,60,2576,275,91,184,213,149
5146,5147,1,46.9498132444,-21.5412424445,POINT (46.949813244434 -21.541242444451),2209,5174,180,206,142,1137,286,15,101,710,48,649,48,109,60,2565,267,87,180,206,142
5147,5148,1,47.0331432444,-21.5412424445,POINT (47.033143244434 -21.541242444451),2210,5175,186,211,148,1181,300,17,99,739,53,663,53,107,59,2552,271,92,179,211,148
5148,5149,1,47.1164732444,-21.5412424445,POINT (47.116473244434 -21.541242444451),2211,5176,172,198,135,1235,287,22,93,738,73,738,73,105,60,2541,256,82,174,198,135
5149,5150,1,47.1998032444,-21.5412424445,POINT (47.199803244434 -21.541242444451),2212,5177,181,207,143,1305,307,25,92,779,80,779,80,104,60,2561,263,90,173,207,143
5150,5151,1,47.2831332444,-21.5412424445,POINT (47.283133244434 -21.541242444451),2213,5178,182,208,145,1395,315,29,87,807,97,807,101,103,60,2546,263,92,171,208,150
5151,5152,1,47.3664632444,-21.5412424445,POINT (47.366463244434 -21.541242444451),2214,5179,176,203,139,1450,311,33,83,810,114,810,120,102,60,2554,256,88,168,203,144
5152,5153,1,47.4497932444,-21.5412424445,POINT (47.449793244434 -21.541242444451),2215,5180,194,221,157,1759,362,44,78,936,141,933,170,103,61,2553,272,104,168,219,177
5153,5154,1,47.5331232444,-21.5412424445,POINT (47.533123244434 -21.541242444451),2216,5181,214,241,179,2154,408,54,73,1146,190,1063,244,103,60,2493,291,122,169,240,196
5154,5155,1,47.6164532444,-21.5412424445,POINT (47.616453244434 -21.541242444451),2217,5182,213,240,178,2232,410,57,70,1170,206,1075,268,102,61,2503,289,123,166,239,194
5155,5156,1,47.6997832444,-21.5412424445,POINT (47.699783244434 -21.541242444451),2218,5183,221,249,187,2280,403,63,68,1190,229,1054,292,98,60,2465,295,133,162,248,202
5156,5157,1,47.7831132444,-21.5412424445,POINT (47.783113244434 -21.541242444451),2219,5184,223,250,190,2291,396,67,66,1181,244,1028,309,95,60,2419,295,138,157,250,204
5157,5158,1,47.8664432444,-21.5412424445,POINT (47.866443244434 -21.541242444451),2220,5185,224,251,192,2302,397,70,63,1168,257,1003,327,92,59,2415,295,141,154,251,205
5158,5159,1,47.9497732444,-21.5412424445,POINT (47.949773244434 -21.541242444451),2221,5186,229,256,198,2292,396,75,60,1142,271,962,344,89,59,2328,298,148,150,255,209
5159,5160,1,48.0331032444,-21.5412424445,POINT (48.033103244434 -21.541242444451),2222,5187,230,256,199,2323,394,77,57,1122,283,1122,371,86,58,2340,298,151,147,256,210
5160,5161,1,48.1164332444,-21.5412424445,POINT (48.116433244434 -21.541242444451),2223,5188,224,251,193,2388,394,78,53,1115,292,1115,399,85,58,2339,293,147,146,251,204
5161,5162,1,48.1997632444,-21.5412424445,POINT (48.199763244434 -21.541242444451),2224,5189,230,256,200,2406,390,81,50,1087,305,1087,426,82,57,2294,296,154,142,256,209
5162,5163,1,43.5332832444,-21.6245724445,POINT (43.533283244434 -21.624572444451),2111,5190,247,276,211,536,167,0,128,408,4,381,4,124,63,2584,329,133,196,275,211
5163,5164,1,43.6166132444,-21.6245724445,POINT (43.616613244434 -21.624572444451),2112,5191,248,277,212,569,170,0,126,429,4,401,4,126,63,2595,331,132,199,277,212
5164,5165,1,43.6999432444,-21.6245724445,POINT (43.699943244434 -21.624572444451),2113,5192,249,277,213,602,172,1,123,448,5,419,5,128,64,2587,332,132,200,277,213
5165,5166,1,43.7832732444,-21.6245724445,POINT (43.783273244434 -21.624572444451),2114,5193,250,278,213,634,175,1,123,466,5,466,5,130,64,2579,333,132,201,278,213
5166,5167,1,43.8666032444,-21.6245724445,POINT (43.866603244434 -21.624572444451),2115,5194,249,277,212,681,188,1,120,493,6,493,6,132,65,2577,332,130,202,277,212
